Instancia,Viabilidade H,Tempo total (s) H,Tempo medio (s) H,Valor da função objetivo H,Viabilidade MS,Tempo total (s) MS,Tempo medio (s) MS,Valor da função objetivo MS,Viabilidade IG,Tempo total (s) IG,Tempo medio (s) IG,Valor da função objetivo IG,Viabilidade GRASP_VND,Tempo total (s) GRASP_VND,Tempo medio (s) GRASP_VND,Valor da função objetivo GRASP_VND,Viabilidade GRASP_RVND,Tempo total (s) GRASP_RVND,Tempo medio (s) GRASP_RVND,Valor da função objetivo GRASP_RVND,Viabilidade ILS_VND,Tempo total (s) ILS_VND,Tempo medio (s) ILS_VND,Valor da função objetivo ILS_VND,Viabilidade ILS_RVND,Tempo total (s) ILS_RVND,Tempo medio (s) ILS_RVND,Valor da função objetivo ILS_RVND
/instancia_190projetos_10sondas_delta_t28.dat,feasible,0.18273448944091797,0.09136748313903809,201163.8099999999,feasible,32.29092478752136,16.14546298980713,202089.2199999999,feasible,25.01282787322998,12.506414771080017,203875.33000000005,feasible,1003.543211221695,501.7716064453125,200197.2299999999,feasible,912.3908762931824,456.1954388618469,196009.57,feasible,1024.6445124149323,512.3222564458847,198334.57999999996,feasible,346.44362711906433,173.2218142747879,198114.99999999997
/instancia_40projetos_10sondas_delta_t1.dat,feasible,0.02874588966369629,0.014373540878295898,43963.89000000001,feasible,3.224613904953003,1.6123076677322388,43963.89000000001,feasible,1.717876672744751,0.8589391708374023,45032.38000000001,feasible,9.587280035018921,4.793640732765198,44324.99,feasible,11.901043176651001,5.95052182674408,43963.89000000001,feasible,5.323600769042969,2.6618010997772217,42288.21000000001,feasible,5.6264941692352295,2.8132476806640625,43963.89
/instancia_40projetos_10sondas_delta_t28.dat,feasible,0.029329538345336914,0.014665365219116211,34202.96,feasible,3.0706639289855957,1.5353327989578247,34202.96,feasible,1.5053901672363281,0.7526956796646118,33886.479999999996,feasible,5.97487735748291,2.9874393939971924,33788.85,feasible,8.453380346298218,4.226690769195557,34031.16,feasible,28.288410425186157,14.144206047058105,31862.470000000005,feasible,9.456325054168701,4.728162884712219,32980.16
/instancia_190projetos_2sondas_delta_t7.dat,feasible,0.041845083236694336,0.02092278003692627,66972.79000000001,feasible,4.562932968139648,2.2814667224884033,70848.76,feasible,4.2948760986328125,2.147438406944275,71023.25000000001,feasible,153.45723390579224,76.72861766815186,65635.42,feasible,59.19283485412598,29.596418023109436,64109.7,feasible,53.40920686721802,26.704604268074036,68463.06,feasible,32.31596255302429,16.157981991767883,59964.42999999998
/instancia_130projetos_10sondas_delta_t1.dat,feasible,0.21267437934875488,0.1063380241394043,133355.86,feasible,24.120538473129272,12.060269832611084,137888.03999999995,feasible,13.998973369598389,6.999487519264221,134690.46,feasible,460.9823956489563,230.4911985397339,129285.91000000003,feasible,126.48674035072327,63.24337100982666,132862.09999999998,feasible,341.8803219795227,170.9401617050171,129689.81000000004,feasible,203.36442232131958,101.6822121143341,131969.81
/instancia_100projetos_2sondas_delta_t28.dat,feasible,0.03819680213928223,0.019098997116088867,56652.28999999999,feasible,3.6975812911987305,1.848791480064392,61028.899999999994,feasible,3.465874671936035,1.7329381704330444,67145.59999999999,feasible,85.35475039482117,42.67737591266632,62329.76,feasible,83.84262013435364,41.9213103055954,59463.02999999998,feasible,87.3764181137085,43.68820941448212,62377.569999999985,feasible,44.07880139350891,22.039401173591614,51383.69999999998
/instancia_160projetos_2sondas_delta_t1.dat,feasible,0.0681920051574707,0.034096598625183105,73501.66999999998,feasible,7.683050155639648,3.8415257930755615,75961.01999999999,feasible,7.622128963470459,3.8110653162002563,78859.92000000001,feasible,36.08344483375549,18.041722893714905,76271.74999999997,feasible,50.792402267456055,25.396201491355896,75070.48999999999,feasible,65.4824469089508,32.74122381210327,57588.619999999995,feasible,52.156163454055786,26.07808208465576,74849.52
/instancia_40projetos_10sondas_delta_t7.dat,feasible,0.017359495162963867,0.008680105209350586,42685.73,feasible,3.2983555793762207,1.6491782665252686,43157.54000000001,feasible,1.497448205947876,0.7487246990203857,43124.990000000005,feasible,18.2895987033844,9.144800186157227,43123.71,feasible,16.42739462852478,8.213698148727417,42952.69000000001,feasible,11.020723581314087,5.510362505912781,43090.64,feasible,14.213998794555664,7.10699999332428,42674.810000000005
/instancia_100projetos_2sondas_delta_t14.dat,feasible,0.030898571014404297,0.015450000762939453,55113.48,feasible,3.608597755432129,1.8042995929718018,55695.11,feasible,3.2155981063842773,1.607799768447876,58893.670000000006,feasible,242.1032111644745,121.05160593986511,52252.590000000004,feasible,67.7276303768158,33.86381554603577,52719.420000000006,feasible,84.57814741134644,42.289074540138245,57353.380000000005,feasible,42.83521389961243,21.417607307434082,55804.59999999999
/instancia_100projetos_10sondas_delta_t7.dat,feasible,0.05135965347290039,0.025680065155029297,88485.99,feasible,6.023854970932007,3.0119277238845825,89217.44,feasible,2.5815224647521973,1.2907614707946777,88467.64000000001,feasible,106.13896226882935,53.06948173046112,88769.79,feasible,83.17165756225586,41.58582937717438,88578.82000000002,feasible,66.75238847732544,33.37619507312775,87063.93,feasible,101.883056640625,50.94152867794037,87676.89000000001
/instancia_10projetos_2sondas_delta_t28.dat,feasible,0.0005729198455810547,0.0002866983413696289,9849.18,feasible,0.06016373634338379,0.030082345008850098,9849.18,feasible,0.11329412460327148,0.05664777755737305,9849.18,feasible,0.7084734439849854,0.35423731803894043,9849.18,feasible,0.45857787132263184,0.22928929328918457,9849.18,feasible,0.49656057357788086,0.24828064441680908,9849.18,feasible,0.646528959274292,0.32326507568359375,9849.18
/instancia_100projetos_2sondas_delta_t7.dat,feasible,0.035825490951538086,0.017913341522216797,40970.27,feasible,3.914548873901367,1.9572750329971313,43523.29,feasible,3.629077911376953,1.8145396709442139,44381.51999999999,feasible,62.699591636657715,31.349796295166016,43757.96000000001,feasible,57.169987201690674,28.584994196891785,42915.340000000004,feasible,53.26003932952881,26.63002038002014,41196.99,feasible,43.44542145729065,21.722710967063904,44733.33000000001
/instancia_40projetos_10sondas_delta_t14.dat,feasible,0.012957096099853516,0.006478786468505859,36158.51,feasible,1.4339735507965088,0.716987133026123,36295.04,feasible,0.773878812789917,0.3869396448135376,36295.04,feasible,15.470726013183594,7.7353633642196655,36158.51,feasible,8.88936448097229,4.444683194160461,36158.51,feasible,13.218629121780396,6.609315276145935,36012.36,feasible,5.936671018600464,2.9683362245559692,35643.740000000005
/instancia_40projetos_2sondas_delta_t1.dat,feasible,0.010213613510131836,0.005107402801513672,41489.789999999986,feasible,1.042480707168579,0.5212410688400269,42194.53,feasible,0.8921487331390381,0.4460752010345459,41496.41000000001,feasible,57.33130407333374,28.66565227508545,42194.530000000006,feasible,46.991349935531616,23.495675563812256,41722.14,feasible,20.52413058280945,10.262065649032593,41507.630000000005,feasible,21.73810362815857,10.869052410125732,39780.18
/instancia_70projetos_10sondas_delta_t1.dat,feasible,0.06110405921936035,0.03055262565612793,78287.93,feasible,7.067684888839722,3.5338430404663086,79146.84,feasible,2.817873001098633,1.408936858177185,79112.62000000001,feasible,39.19141864776611,19.595710158348083,77785.86,feasible,36.4811954498291,18.240598678588867,78677.62999999999,feasible,33.49594473838806,16.74797296524048,78480.57999999999,feasible,16.872410774230957,8.436206102371216,77767.39
/instancia_70projetos_10sondas_delta_t14.dat,feasible,0.06182694435119629,0.03091418743133545,57240.500000000015,feasible,7.0555198192596436,3.527760624885559,57748.430000000015,feasible,3.948782444000244,1.974392056465149,57595.72,feasible,59.06821274757385,29.534106969833374,57335.32000000001,feasible,42.521567583084106,21.260784149169922,57292.860000000015,feasible,25.917805910110474,12.958903789520264,54325.82,feasible,34.75314450263977,17.376572847366333,52839.790000000015
/instancia_100projetos_10sondas_delta_t28.dat,feasible,0.1071157455444336,0.05355846881866455,118175.04,feasible,12.578161478042603,6.289081454277039,118785.84999999998,feasible,6.4756388664245605,3.2378201484680176,118893.50000000001,feasible,304.7115924358368,152.35579669475555,118353.18,feasible,122.0107593536377,61.005380392074585,119018.21999999997,feasible,159.68019890785217,79.84009981155396,118457.06,feasible,49.464452266693115,24.732226610183716,116452.71000000004
/instancia_70projetos_2sondas_delta_t14.dat,feasible,0.01031804084777832,0.0051593780517578125,41228.329999999994,feasible,1.0514771938323975,0.5257388353347778,47525.049999999996,feasible,0.9032361507415771,0.4516183137893677,46547.93,feasible,130.35851764678955,65.17925941944122,46812.06999999999,feasible,57.83367443084717,28.91683793067932,47594.499999999985,feasible,35.86372637748718,17.93186366558075,43497.29999999999,feasible,33.575820446014404,16.78791058063507,46915.43
/instancia_100projetos_10sondas_delta_t14.dat,feasible,0.053472280502319336,0.02673637866973877,106251.03,feasible,6.0555500984191895,3.0277754068374634,105635.62000000001,feasible,2.791539192199707,1.3957699537277222,108646.01000000001,feasible,321.88157868385315,160.9407902956009,103175.47000000002,feasible,135.595960855484,67.79798090457916,105122.33,feasible,199.82777881622314,99.91389036178589,105026.53,feasible,129.53207159042358,64.76603615283966,105313.58999999998
/instancia_190projetos_10sondas_delta_t7.dat,feasible,0.19066190719604492,0.09533119201660156,147883.96000000005,feasible,22.442561388015747,11.221280932426453,149788.2900000001,feasible,27.858174800872803,13.929088234901428,149973.04,feasible,1323.8400053977966,661.9200030565262,150043.0000000001,feasible,617.4033768177032,308.70168900489807,144509.67000000007,feasible,896.9291589260101,448.4645799398422,141633.41,feasible,245.15088748931885,122.57544457912445,134247.71999999997
/instancia_70projetos_10sondas_delta_t28.dat,feasible,0.06906247138977051,0.03453195095062256,100277.70000000001,feasible,7.586543321609497,3.793272376060486,103582.23000000001,feasible,3.0847833156585693,1.542392373085022,103627.29000000001,feasible,189.56979632377625,94.78489899635315,100714.12000000002,feasible,100.44647431373596,50.22323775291443,99150.60000000003,feasible,94.11697125434875,47.058486461639404,102238.24000000002,feasible,121.65111231803894,60.82555651664734,100278.09000000003
/instancia_70projetos_10sondas_delta_t7.dat,feasible,0.03514289855957031,0.017571687698364258,64265.970000000016,feasible,3.892219066619873,1.9461097717285156,67971.65000000001,feasible,1.7676959037780762,0.8838483095169067,69363.56000000001,feasible,68.46227264404297,34.23113691806793,65484.87000000001,feasible,26.55958867073059,13.279794692993164,65860.11000000002,feasible,46.74381756782532,23.371909618377686,67536.93000000001,feasible,37.15816950798035,18.579085111618042,67779.25000000001
/instancia_160projetos_2sondas_delta_t7.dat,feasible,0.033776283264160156,0.01688838005065918,57166.619999999995,feasible,7.86913275718689,3.9345669746398926,57574.85999999999,feasible,7.2632763385772705,3.631638765335083,58123.26000000001,feasible,89.00776362419128,44.50388240814209,57225.600000000006,feasible,55.02601480484009,27.51300811767578,55443.549999999996,feasible,50.05340647697449,25.02670407295227,53878.27999999999,feasible,17.981807231903076,8.990903854370117,53934.82
/instancia_160projetos_10sondas_delta_t14.dat,feasible,0.12878942489624023,0.06439507007598877,131521.65999999992,feasible,14.486339569091797,7.2431700229644775,133663.23999999996,feasible,7.065264940261841,3.5326327085494995,133190.57,feasible,817.2155089378357,408.6077553033829,130694.43999999996,feasible,251.33963656425476,125.66981899738312,132593.60999999993,feasible,180.291255235672,90.14562845230103,126690.60999999997,feasible,215.2116720676422,107.60583674907684,118234.13000000002
/instancia_100projetos_10sondas_delta_t1.dat,feasible,0.11991643905639648,0.059958696365356445,108950.33000000002,feasible,14.371685981750488,7.185843586921692,109801.04000000001,feasible,6.944609880447388,3.4723057746887207,109400.06000000001,feasible,107.71247386932373,53.85623753070831,109602.53000000001,feasible,175.07817888259888,87.53909039497375,109526.92000000003,feasible,71.34889578819275,35.67444860935211,105731.83999999998,feasible,89.76931476593018,44.88465774059296,105388.06999999998
/instancia_130projetos_10sondas_delta_t28.dat,feasible,0.08227086067199707,0.04113566875457764,169336.73999999993,feasible,9.590987205505371,4.795494079589844,168709.56999999992,feasible,4.088267803192139,2.044134259223938,171996.11000000002,feasible,684.8453779220581,342.42268919944763,168844.81999999995,feasible,376.30740547180176,188.15370309352875,166529.77999999994,feasible,528.2685835361481,264.1342921257019,164029.78999999995,feasible,284.07632303237915,142.0381622314453,164354.11999999997
/instancia_130projetos_2sondas_delta_t1.dat,feasible,0.054518938064575195,0.027260184288024902,63153.67000000001,feasible,5.567778825759888,2.7838902473449707,66819.06000000001,feasible,5.361196756362915,2.680599093437195,66918.61,feasible,76.26964855194092,38.13482487201691,62122.100000000006,feasible,28.890968322753906,14.445484638214111,63784.34000000001,feasible,50.50773620605469,25.253868460655212,61065.81,feasible,26.86653470993042,13.433268189430237,67254.95
/instancia_40projetos_2sondas_delta_t14.dat,feasible,0.010948657989501953,0.0054749250411987305,59380.29,feasible,0.948352575302124,0.47417688369750977,66114.12000000001,feasible,0.6032576560974121,0.3016294240951538,67361.03,feasible,54.21604084968567,27.108020782470703,65913.42,feasible,43.09687089920044,21.548436045646667,67361.03,feasible,17.490134239196777,8.745067834854126,64625.10999999999,feasible,20.220216989517212,10.110108971595764,65913.42000000001
/instancia_190projetos_10sondas_delta_t1.dat,feasible,0.42604660987854004,0.21302366256713867,173780.38000000003,feasible,44.54293870925903,22.271469950675964,179441.78,feasible,31.171932697296143,15.585966944694519,183078.75999999998,feasible,690.7038333415985,345.3519170284271,174444.26000000004,feasible,398.254775762558,199.12738859653473,176410.88000000003,feasible,539.390528678894,269.69526505470276,176497.06999999995,feasible,301.05528235435486,150.52764189243317,178034.53999999998
/instancia_10projetos_2sondas_delta_t14.dat,feasible,0.0014920234680175781,0.0007467269897460938,4968.93,feasible,0.14136290550231934,0.07068204879760742,7498.48,feasible,0.11644387245178223,0.05822265148162842,7281.64,feasible,0.7185530662536621,0.3592771291732788,6484.2,feasible,0.4452688694000244,0.22263503074645996,6484.200000000001,feasible,0.39954471588134766,0.19977307319641113,6615.870000000001,feasible,0.24335241317749023,0.12167656421661377,4408.02
/instancia_130projetos_2sondas_delta_t14.dat,feasible,0.02868795394897461,0.014344573020935059,41090.46,feasible,5.537267684936523,2.7686344385147095,40982.98999999999,feasible,5.216703176498413,2.6083524227142334,43253.670000000006,feasible,93.20889568328857,46.604448318481445,41385.869999999995,feasible,47.72200107574463,23.861000895500183,42055.369999999995,feasible,63.529979944229126,31.764990210533142,42788.27,feasible,23.89523696899414,11.947619318962097,41540.24
