Instancia,Viabilidade,Criterio guloso,Tempo total (s),Tempo medio (s),Valor da função objetivo,MultStart viabilidade,MultStart Tempo total (s),MultStart Tempo medio (s),MultStart Função Objetivo,delta (%)
/instancia_300projetos_20sondas_delta_t28.dat,feasible,janela,2.0434229373931885,1.0217121839523315,49997.48801121706,feasible,162.66213130950928,81.33106648921967,95018.07611940718,0.9004570009215193
/instancia_500projetos_20sondas_delta_t28.dat,feasible,lucro,3.8650448322296143,1.932523250579834,146835.59217545073,feasible,426.8671271800995,213.43356454372406,145958.7270917928,-0.005971747521610327
/instancia_500projetos_20sondas_delta_t28.dat,feasible,lucro/custo,3.861957311630249,1.9309794902801514,147235.02517343013,feasible,426.8671271800995,213.43356454372406,145958.7270917928,-0.008668440679342176
/instancia_500projetos_20sondas_delta_t28.dat,feasible,lucro/duracao,3.858436346054077,1.9292190074920654,147813.9250791595,feasible,426.8671271800995,213.43356454372406,145958.7270917928,-0.012550901319839639
/instancia_500projetos_20sondas_delta_t28.dat,feasible,custo,3.9389424324035645,1.9694719314575195,124375.11924666661,feasible,426.8671271800995,213.43356454372406,145958.7270917928,0.17353637910746889
/instancia_500projetos_20sondas_delta_t28.dat,feasible,duracao,4.610636949539185,2.3053194284439087,122357.93267773678,feasible,426.8671271800995,213.43356454372406,145958.7270917928,0.1928832393418675
/instancia_500projetos_20sondas_delta_t28.dat,feasible,janela,5.459163665771484,2.7295825481414795,117945.51497649253,feasible,426.8671271800995,213.43356454372406,145958.7270917928,0.23750976983638183
/instancia_100projetos_2sondas_delta_t28.dat,feasible,lucro,0.02400040626525879,0.0120009183883667,34549.69782661743,feasible,2.519331932067871,1.2596668004989624,35937.81948578923,0.04017753400153854
/instancia_100projetos_2sondas_delta_t28.dat,feasible,lucro/custo,0.024415969848632812,0.012208819389343262,35329.97011792173,feasible,2.519331932067871,1.2596668004989624,35937.81948578923,0.017204921652598806
/instancia_100projetos_2sondas_delta_t28.dat,feasible,lucro/duracao,0.024359703063964844,0.012180685997009277,34414.917686585744,feasible,2.519331932067871,1.2596668004989624,35937.81948578923,0.044251211438959305
/instancia_100projetos_2sondas_delta_t28.dat,feasible,custo,0.023897171020507812,0.011949419975280762,33683.928593299854,feasible,2.519331932067871,1.2596668004989624,35937.81948578923,0.06691294592453516
/instancia_100projetos_2sondas_delta_t28.dat,feasible,duracao,0.026473522186279297,0.013237476348876953,24695.872510355006,feasible,2.519331932067871,1.2596668004989624,35937.81948578923,0.4552156223968383
/instancia_100projetos_2sondas_delta_t28.dat,feasible,janela,0.03020644187927246,0.015103936195373535,24519.09634027982,feasible,2.519331932067871,1.2596668004989624,35937.81948578923,0.4657073403945481
/instancia_100projetos_5sondas_delta_t1.dat,feasible,lucro,0.053967952728271484,0.026984810829162598,28858.32282113008,feasible,5.555991172790527,2.777996301651001,29769.928592141063,0.03158900732593869
/instancia_100projetos_5sondas_delta_t1.dat,feasible,lucro/custo,0.05962181091308594,0.029811739921569824,28827.89868719676,feasible,5.555991172790527,2.777996301651001,29769.928592141063,0.032677716651012184
/instancia_100projetos_5sondas_delta_t1.dat,feasible,lucro/duracao,0.05330634117126465,0.02665388584136963,28925.348455181327,feasible,5.555991172790527,2.777996301651001,29769.928592141063,0.029198615818522598
/instancia_100projetos_5sondas_delta_t1.dat,feasible,custo,0.0532689094543457,0.026635169982910156,27821.23737136297,feasible,5.555991172790527,2.777996301651001,29769.928592141063,0.07004329803044358
/instancia_100projetos_5sondas_delta_t1.dat,feasible,duracao,0.05451393127441406,0.027257680892944336,27888.594328860985,feasible,5.555991172790527,2.777996301651001,29769.928592141063,0.06745891317057694
/instancia_100projetos_5sondas_delta_t1.dat,feasible,janela,0.07104325294494629,0.0355224609375,23480.11444836801,feasible,5.555991172790527,2.777996301651001,29769.928592141063,0.2678783426547662
/instancia_100projetos_10sondas_delta_t7.dat,feasible,lucro,0.09950447082519531,0.04975295066833496,19678.231174467583,feasible,11.146409749984741,5.573205351829529,20173.23329286922,0.025154807564406495
/instancia_100projetos_10sondas_delta_t7.dat,feasible,lucro/custo,0.10432267189025879,0.0521620512008667,20604.884244713467,feasible,11.146409749984741,5.573205351829529,20173.23329286922,-0.020948962717662174
/instancia_100projetos_10sondas_delta_t7.dat,feasible,lucro/duracao,0.10105156898498535,0.05052649974822998,20451.542554091742,feasible,11.146409749984741,5.573205351829529,20173.23329286922,-0.013608228351794491
/instancia_100projetos_10sondas_delta_t7.dat,feasible,custo,0.10341453552246094,0.051708102226257324,17506.90801338922,feasible,11.146409749984741,5.573205351829529,20173.23329286922,0.15230132456518325
/instancia_100projetos_10sondas_delta_t7.dat,feasible,duracao,0.1137552261352539,0.05687844753265381,18296.1959820329,feasible,11.146409749984741,5.573205351829529,20173.23329286922,0.10259167056800195
/instancia_100projetos_10sondas_delta_t7.dat,feasible,janela,0.1306459903717041,0.06532371044158936,10439.24664478262,feasible,11.146409749984741,5.573205351829529,20173.23329286922,0.9324414854161438
/instancia_1000projetos_20sondas_delta_t7.dat,feasible,lucro,15.476449012756348,7.738225340843201,339936.57025224465,feasible,1574.1615505218506,787.0807756185532,357601.3987802459,0.05196507252777585
/instancia_1000projetos_20sondas_delta_t7.dat,feasible,lucro/custo,15.329359769821167,7.664680600166321,337940.9464818781,feasible,1574.1615505218506,787.0807756185532,357601.3987802459,0.05817718303461662
/instancia_1000projetos_20sondas_delta_t7.dat,feasible,lucro/duracao,15.700429201126099,7.850215673446655,345012.54741278815,feasible,1574.1615505218506,787.0807756185532,357601.3987802459,0.03648809720649353
/instancia_1000projetos_20sondas_delta_t7.dat,feasible,custo,15.386980772018433,7.693491339683533,286682.537557161,feasible,1574.1615505218506,787.0807756185532,357601.3987802459,0.2473776806476905
/instancia_1000projetos_20sondas_delta_t7.dat,feasible,duracao,17.490133047103882,8.745067238807678,254667.17186082975,feasible,1574.1615505218506,787.0807756185532,357601.3987802459,0.4041911887083254
/instancia_1000projetos_20sondas_delta_t7.dat,feasible,janela,22.092751026153564,11.046376347541809,230924.60822603488,feasible,1574.1615505218506,787.0807756185532,357601.3987802459,0.5485634100555302
/instancia_500projetos_2sondas_delta_t7.dat,feasible,lucro,0.463519811630249,0.23176085948944092,51888.068644161904,feasible,21.878702878952026,10.939351797103882,72965.94015151949,0.40621807783799885
/instancia_500projetos_2sondas_delta_t7.dat,feasible,lucro/custo,0.4418356418609619,0.2209186553955078,53964.97405959007,feasible,21.878702878952026,10.939351797103882,72965.94015151949,0.35209812332991886
/instancia_500projetos_2sondas_delta_t7.dat,feasible,lucro/duracao,0.42714858055114746,0.21357500553131104,55850.67829055355,feasible,21.878702878952026,10.939351797103882,72965.94015151949,0.30644680395691404
/instancia_500projetos_2sondas_delta_t7.dat,feasible,custo,0.5224525928497314,0.2612271308898926,28748.88362408977,feasible,21.878702878952026,10.939351797103882,72965.94015151949,1.5380442978446158
